TACODE,TANAME,TAVERSION,NUMBER OF ALL ADDRESSES,NUMBER OF FULLY REGISTERED PROPERTIES,NUMBER OF EDW PROPERTIES,PROPS POTENTIALLY WARNED
062FWF55Hornchur,River Ingrebourne at Hornchurch,14,970,133,507,640
062FWF55Romford,River Rom at Romford,16,1821,62,1164,1226
062WAB36TidCrane,Tidal River Crane,17,468,121,0,40
062WAB38TidBrent,Tidal River Brent,8,1544,118,0,23
062WAB55BeamRom,Rivers Beam and Rom,20,5811,417,0,151
062WAF28Chess,River Chess in the Chilterns and Three Rivers Districts,19,1166,205,0,66
062WAF28Colnbrk,Colne Brook at Iver and Colnbrook,21,3069,1386,0,610
062WAF28GadeBulb,Rivers Gade and Bulbourne,22,1442,79,0,38
062WAF28LowColne,Lower River Colne and Frays River,19,3977,863,0,291
062WAF28MidColne,Middle River Colne,22,2382,407,0,175
062WAF28Mimmshal,Mimmshall Brook,21,878,51,0,43
062WAF28Misbourn,River Misbourne,16,579,99,0,38
062WAF28Pinn,River Pinn and Woodridings Stream,15,3267,597,0,255
062WAF28UpColne,Upper River Colne and Radlett Brook,19,1543,153,0,103
062WAF28Ver,River Ver in Hertfordshire,20,385,73,0,33
062WAF31AshMidd,River Ash in the Borough of Spelthorne,18,14241,2592,0,902
062WAF36FluCrane,Fluvial River Crane,20,3425,474,0,233
062WAF36Yeadings,Yeading Brooks in London Boroughs of Harrow and Hillingdon,16,1450,242,0,68
062WAF38Brent,River Brent from Hendon to Brentford,23,6505,443,0,207
062WAF38BrentBks,"Silk Stream and the Deans, Edgware, Dollis, Mutton, Wembley and Wealdstone Brooks",27,8928,881,0,296
062WAF46MidLee,River Lee at Hertford,19,5392,926,0,433
062WAF46UpperLee,"River Lee at Luton, Harpenden and Wheathampstead",19,2462,517,0,80
062WAF47Mimram,River Mimram in Hertfordshire,18,184,42,0,24
062WAF48Beane,River Beane catchment,18,1648,382,0,204
062WAF49RibQuin,Rivers Rib and Quin,18,926,290,0,212
062WAF50AshHerts,River Ash in Hertfordshire,16,181,79,0,53
062WAF51CanonsBK,Canons Brook from Harlow to Parndon Mead,14,74,1,0,1
062WAF51PinceyBk,Pincey Brook from Takeley to Harlow,15,13,2,0,2
062WAF51Stort,River Stort and Stansted Brook catchment,20,3328,435,0,157
062WAF53LLTribs,Lower Lee tributaries,19,30391,2687,0,762
062WAF53LowerLee,Lower River Lee from Hoddesdon to Canning Town,18,49366,3884,0,1044
062WAF54Cripsey,Cripsey Brook in Epping Forest District Council,19,703,63,0,44
062WAF54LoxfordW,Loxford Water,3,3064,647,0,634
062WAF54LwRoding,Lower River Roding,19,25748,2179,0,524
062WAF54MdRoding,Middle River Roding,16,819,205,0,131
062WAF54UpRoding,Upper Roding,18,85,20,0,15
062WAF55Ingrebrn,River Ingrebourne at Harold Park and Hornchurch,14,1463,216,0,102
063FWT23Barking,Tidal Thames from The Mardyke to Barking Creek,9,14073,1037,8840,9877
063FWT23Barnes,Tidal Thames from Putney Bridge to Mortlake High Street East,8,6896,924,4703,5627
063FWT23BermA,Tidal Thames from Deptford Creek to Rotherhithe Station,3,16545,302,10944,11246
063FWT23BermB,Tidal Thames at Deptford and Southwark Park,2,15711,158,10802,10960
063FWT23BermC,Tidal Thames from Rotherhithe Station to London Bridge,3,19648,214,11979,12193
063FWT23BermD,Tidal Thames at South Bermondsey,2,16395,152,11315,11467
063FWT23BermE,Tidal Thames at Camberwell,2,11573,105,8454,8559
063FWT23BermF,Tidal Thames from London Bridge to Hungerford Bridge,3,15624,214,8825,9039
063FWT23BermG,Tidal Thames at Walworth,2,23532,156,15440,15596
063FWT23BermH,Tidal Thames from Hungerford Bridge to Battersea Power Station,3,25708,202,12965,13167
063FWT23BermI,Tidal Thames from Battersea Power Station to Battersea Bridge,3,20290,258,13234,13492
063FWT23BermJ,Tidal Thames from Battersea Bridge to Wandsworth Bridge,3,15372,179,9724,9903
063FWT23Chiswick,Tidal Thames from the Hogarth Lane Roundabout to the River Brent,8,7404,767,4947,5714
063FWT23City,Tidal Thames from the Limehouse Basin to Blackfriars Bridge,8,5841,355,3658,4013
063FWT23Dartford,Tidal Thames from Dartford Creek to Erith High Street East,10,2078,144,1516,1660
063FWT23Greenwch,Tidal Thames from Woolwich Arsenal to Deptford Creek,8,16850,622,9929,10551
063FWT23HammA,Tidal Thames from Battersea Bridge to Putney Bridge,2,13056,286,8616,8902
063FWT23HammB,Tidal Thames at south Fulham,1,9281,134,6923,7057
063FWT23HammC,Tidal Thames at north Fulham,1,12278,176,8614,8790
063FWT23HammD,Tidal Thames from Putney Bridge to the Hogarth Lane Roundabout,3,11593,386,7958,8344
063FWT23HammE,Tidal Thames at Hammersmith and West Kensington,1,10629,234,7282,7516
063FWT23HammF,Tidal Thames at Chiswick,1,11386,239,8255,8494
063FWT23IoDA,Tidal Thames at the Isle of Dogs north of South Dock,2,20892,498,11571,12069
063FWT23IoDB,Tidal Thames at the Isle of Dogs south of South Dock,2,25381,330,14397,14727
063FWT23Islewrth,Tidal Thames from the River Brent to the River Crane,8,1272,182,743,925
063FWT23Mortlake,Tidal Thames from Mortlake High Street East to Richmond Bridge,10,5204,651,3444,4095
063FWT23NineElms,Tidal Thames at Nine Elms,1,3434,8,1258,1266
063FWT23RDockA,Tidal Thames from Beckton Sewage Works to the River Lee,3,22205,326,12060,12386
063FWT23RDockB,Tidal Thames at Beckton,2,10242,149,8304,8453
063FWT23RDockC,Tidal Thames at Mill Meads and East Plaistow,2,9303,473,6664,7137
063FWT23Richmond,Tidal Thames from Richmond Bridge to Teddington Weir,9,87,22,51,73
063FWT23Roding,Tidal Thames at Beckton Sewage Works,9,2407,218,1827,2045
063FWT23Thamesmd,Tidal Thames from Erith High Street East to Woolwich Arsenal,2,24243,677,18725,19402
063FWT23Twicknhm,Tidal Thames from the River Crane to Teddington Weir,9,3133,607,1769,2376
063FWT23Wandswrh,Tidal Thames from Wandsworth Bridge to Putney Bridge,12,3994,79,1995,2074
063FWT23WestminA,Tidal Thames from Blackfriars Bridge to Vauxhall Bridge,2,5048,79,3083,3162
063FWT23WestminB,Tidal Thames from Vauxhall Bridge to Battersea Bridge,2,13795,201,9011,9212
063FWT23WestminC,Tidal Thames at Westminster,1,7184,100,4111,4211
063WAT231N,"Tidal Thames in the boroughs of Kensington and Chelsea, Hammersmith and Fulham, Ealing and Hounslow",11,77273,2409,0,1413
063WAT231S,Tidal Thames in the boroughs of Wandsworth and Richmond-upon-Thames,9,15262,2163,0,965
063WAT232N,"Tidal Thames in the boroughs of Tower Hamlets, City of London, City of Westminster, Ken and Chelsea",10,80778,1581,0,886
063WAT232S,"Tidal Thames in the boroughs of Greenwich, Lewisham, Southwark, Lambeth and Wandsworth",9,184533,2019,0,1632
063WAT233N,"Tidal Thames in the boroughs of Havering, Barking and Dagenham, and Newham",10,58122,2203,0,856
063WAT233S,Tidal Thames in the boroughs of Bexley and Greenwich,9,43517,1442,0,885
063WAT23Central,Tidal Thames riverside from the Thames Barrier to Putney Bridge,7,21819,541,0,294
063WAT23East,Tidal Thames riverside from Dartford Creek and The Mardyke to the Thames Barrier,3,7627,178,0,128
063WAT23West,Tidal Thames riverside from Putney Bridge to Teddington Weir,7,4584,976,0,340
064FAG41Caterham,Groundwater flooding in the Caterham Bourne catchment,4,6639,214,0,211
064FAG99Eastkent,Groundwater flooding in East Kent,3,55817,5205,0,2460
064FAG99SElondon,Groundwater flooding in South East London,4,59311,1287,0,720
064FWB40Barnes,Beverley Brook at Barnes,6,1729,289,1138,1427
064FWB41Wndswrth,River Wandle at Wandsworth,6,5705,416,3508,3924
064FWB6DCB,Dartford,2,2112,220,1148,1368
064FWB6StourMarsh,River Stour between Stodmarsh and Ash Level,5,70,22,19,41
064FWC10A,"Kings Avenue Estate and Rock Channel, Rye",6,125,89,32,121
064FWC10B,"Rye, Rye Harbour and East Guldeford",7,1520,800,486,1286
064FWC1HerneBay,Coast from Whitstable to Herne Bay,6,4914,1396,2230,3626
064FWC1Kemsley,Coast from Kemsley to Seasalter,3,3176,1026,1523,2549
064FWC1Leysdown,Coast from Warden Bay to Hamlet of Shellness,2,179,50,77,127
064FWC1Margate,North Kent coast at Margate,3,350,17,166,183
064FWC1Marshside,Chislet Marshes and Wade Marsh,3,184,52,107,159
064FWC1Reculver,Coast from Reculver to Birchington,2,111,13,54,67
064FWC1Sheerness,"Sheerness, Minster and Queenborough",3,9411,1117,5730,6847
064FWC6B,Tidal River Stour at Sandwich,10,1044,366,444,810
064FWC6C,Tidal River Stour at Discovery Park,8,55,9,3,12
064FWC6D,North Stonar to Pegwell,8,24,11,8,19
064FWC6F,"Coast at St Margaret's at Cliffe, Dover, Folkestone and Sandgate",4,438,24,233,257
064FWC6G,Coast at Ramsgate,1,85,0,17,17
064FWC7,Coast from Pegwell Bay to Kingsdown,9,4107,2123,1266,3389
064FWC8A,Coast from Folkestone to St Mary's Bay,8,7821,3950,2667,6617
064FWC8B,Coast from Littlestone Golf Course to Dungeness,7,3128,921,1501,2422
064FWC9,Coast from Dungeness to Rye,10,2618,752,1213,1965
064FWC9A,"Winchelsea, Winchelsea Beach and Pett Level",6,616,373,184,557
064FWCDengeMarsh,East Sussex coast at Denge Marsh,3,,,,
064FWF32Brockham,River Mole at Brockham and Pixham,7,85,57,21,78
064FWF32BrstStrm,Burstow Stream at East and North Horley,8,1492,473,803,1276
064FWF32Charlwd,River Mole at Charlwood and Hookwood,8,249,57,137,194
064FWF32Cobham,"River Mole at Stoke D'Abernon, Cobham and South Hersham",6,102,32,45,77
064FWF32Dorking,River Mole at Dorking and Mickleham,7,24,9,12,21
064FWF32Earlswd,Earlswood Brook,2,389,34,287,321
064FWF32Esher,River Mole at Esher and East Molesey,10,12837,2185,8597,10782
064FWF32GtwkStrm,Gatwick Stream at South West Horley,8,266,44,79,123
064FWF32Ifield,Ifield Brook and the River Mole at Ifield and the River Mole at Lowfield Heath,7,49,19,22,41
064FWF32Leathrhd,River Mole at Leatherhead and Fetcham,7,521,268,155,423
064FWF32Maidnbwr,Gatwick Stream at Maidenbower and Crawley,7,584,139,316,455
064FWF32PippBrk,Pipp Brook,2,326,32,195,227
064FWF32Redhill,Redhill Brook at Redhill,7,1069,46,522,568
064FWF32Salfords,Salfords Stream at Salfords,8,114,18,65,83
064FWF32Sidlow,"River Mole at Sidlow, Leigh and Betchworth",6,12,7,0,7
064FWF32Smlfield,Weatherhill Stream at Smallfield,2,788,104,528,632
064FWF32Tilgate,Tilgate Brook,2,1041,57,820,877
064FWF33Ewell,River Hogsmill at Ewell,2,916,46,697,743
064FWF33Kingston,River Hogsmill at Kingston,4,4323,796,2361,3157
064FWF33Ruxley,"River Hogsmill at Ewell Court, Ruxley and Old Malden",4,686,47,479,526
064FWF33Surbiton,Surbiton Stream at Kingston,1,898,47,688,735
064FWF35Rythe,River Rythe between Oxshott and Thames Ditton,3,2061,152,1542,1694
064FWF40BevBarn,Beverley Brook at West Barnes,4,1001,303,527,830
064FWF40MordnPrk,East Pyl Brook at Morden Park,4,1022,75,785,860
064FWF40NCheam,Pyl Brook at North Cheam,5,564,130,339,469
064FWF40PylBarn,Pyl Brook at West Barnes,4,684,202,368,570
064FWF40RaynsPrk,Beverley Brook at Raynes Park,5,303,36,131,167
064FWF40WimbComm,Beverley Brook at Wimbledon Common and Richmond Park,4,,,,
064FWF40WorcsPrk,Beverley Brook at Worcester Park,4,458,105,268,373
064FWF41BeddPark,River Wandle at Beddington Park,6,4988,332,3296,3628
064FWF41Graveney,River Graveney at Tooting and Colliers Wood,5,1716,117,1263,1380
064FWF41Morden,River Wandle at Morden,6,1592,161,1074,1235
064FWF41Norbury,Norbury Brook at Thornton Heath and Streatham Vale,6,2711,163,2125,2288
064FWF41Wimbledn,River Wandle at Wimbledon,7,2888,282,1462,1744
064FWF43Becknham,Beck at Beckenham,5,663,17,428,445
064FWF43BellGrn,Pool River at Bell Green and New Beckenham,5,932,32,519,551
064FWF43Bromley,Ravensbourne at Bromley,5,2108,200,1513,1713
064FWF43Catford,Ravensbourne from Bellingham to Catford,5,1766,181,1188,1369
064FWF43ChnMeadows,Properties around Chinbrook Meadows,1,63,10,38,48
064FWF43Chnbrook,"River Quaggy at Chinbrook, Mottingham and Eltham",5,333,38,240,278
064FWF43Deptford,Ravensbourne at Deptford,4,795,12,458,470
064FWF43Lewisham,Ravensbourne at Lewisham,6,7979,220,4554,4774
064FWF43PettsWd,Kyd Brook at Petts Wood,5,423,131,238,369
064FWF43QuagFAS,"River Quaggy at Kidbrooke, Lee and Hither Green",4,3676,265,2306,2571
064FWF43Sndridge,Kyd Brook at Sundridge Park,5,319,45,218,263
064FWF43UpprElm,Chaffinch Brook and St James Stream at Elmers End,6,2190,172,1564,1736
064FWF51A,River Rother at Etchingham,8,34,12,17,29
064FWF51B,River Rother at Robertsbridge,9,165,90,50,140
064FWF52A,Sedlescombe and Winchelsea properties adjacent to the Brede,8,77,29,35,64
064FWF52B,"New Winchelsea Road, Rye",5,97,52,38,90
064FWF52PettLvl,Marsham Sewer at Pett Level,1,67,39,20,59
064FWF53A,Rye properties along the Tillingham,7,574,370,147,517
064FWF5B1,Speringbrook Sewer (Hamstreet Arm),8,108,20,59,79
064FWF5B2,New Romney Sewage Arm,7,1062,600,261,861
064FWF6A6,North and South Streams from Eastry and Northbourne to Sandwich,10,192,124,54,178
064FWF6AylesStrm,Aylesford Stream,3,394,75,217,292
064FWF6Canterbury,River Great Stour at Canterbury,5,2876,423,1432,1855
064FWF6Chartham,"Shalmsford Street, Chartham and Thanington",4,242,89,114,203
064FWF6EastStour,East Stour from Sellinge to South Ashford,3,31,15,7,22
064FWF6Fordwich,Fordwich and Sturry,3,214,83,106,189
064FWF6GFerry,Grove Ferry and Plucks Gutter,4,12,9,0,9
064FWF6Hothfield,Great Stour from Hothfield to Ashford,4,972,131,444,575
064FWF6LStour,"Littlebourne, Ickham and Wickhambreaux on the Little Stour",7,189,78,73,151
064FWF6LenHeath,Great Stour from Lenham Heath to Hothfield,4,52,18,28,46
064FWF6Nailbrne,Nailbourne Valley,4,353,192,112,304
064FWF6NorthAsh,Great Stour at North Ashford,3,595,45,277,322
064FWF6SouthAsh,"South Ashford on the East Stour River, Aylesford Stream, Whytewater Dyke and Ruckinge Dyke",4,711,244,307,551
064FWF6WhiteRuck,Whitewater and Ruckinge Dykes,2,138,24,80,104
064FWF6Wye,"Wye, Godmersham and Chilham",3,51,4,34,38
064FWF7Cray,"River Cray in St Marys Cray, Sidcup, Bexley and Crayford",4,1613,374,822,1196
064FWF7Dartford,"River Darent at Dartford Trade Park, Brooklands and Dartford to the Thames estuary",6,2415,252,1232,1484
064FWF7Otford,River Darent from Otford to Darenth,3,980,376,431,807
064FWF7Shuttle,"River Shuttle at Blackfen, Sidcup, Old Bexley and Crayford",4,325,114,176,290
064FWF7Westerham,River Darent from Westerham to Sevenoaks,4,734,219,374,593
064FWF8A1,Rivers Eden and Eden Brook from Crowhurst to Penshurst,11,732,361,274,635
064FWF8A2,River Medway between Forest Row and Penshurst,10,216,57,110,167
064FWF8A3,River Medway between Penshurst and Leigh,11,,,,
064FWF8Beult,River Beult from Bethersden and Pluckley to Stile Bridge,5,391,125,177,302
064FWF8CollStreet,River Beult and Lesser Teise at Collier Street,5,560,277,196,473
064FWF8EastPeck,"River Medway, Alder Stream, Coult Stream and River Bourne at East Peckham",3,1082,536,400,936
064FWF8Hadlow,Hadlow and Golden Green,3,31,21,5,26
064FWF8Headcorn,Headcorn,2,71,38,24,62
064FWF8Kidbrook,Kidbrooke Stream at Forest Row,5,60,35,17,52
064FWF8LVenice,Little Venice Country Park and Marina,5,15,12,0,12
064FWF8Lamberhurst,River Teise in Lamberhurst and Goudhurst,6,90,59,18,77
064FWF8LeighVill,River Medway at Leigh Village,2,184,15,130,145
064FWF8LngFld,Lingfield,2,224,86,97,183
064FWF8LowerMed,River Medway between Yalding and Maidstone,3,137,77,35,112
064FWF8Maidstne,River Medway at Maidstone,3,2255,544,1209,1753
064FWF8PaddWood,Paddock Wood and Laddingford,4,704,382,206,588
064FWF8Southbrgh,Southborough Stream at Tonbridge,2,111,5,80,85
064FWF8Teise,River Teise and Lesser Teise between Horsmonden and Claygate,4,205,81,87,168
064FWF8Tonbridge,Tonbridge and Hildenborough,3,3454,1449,1520,2969
064FWF8Yalding,"River Medway, River Teise and River Beult at Yalding",5,280,204,57,261
064FWF9A1,Scrapsgate Drain and Warden Bay Drain,6,405,155,138,293
064FWF9A2,West Brook at Hampton,10,139,74,45,119
064FWF9A3,Swalecliffe Brook,9,111,57,38,95
064FWF9Gorrell,Gorrell Stream at Whitstable,2,374,70,224,294
064FWF9Pent,Pent Stream at Folkestone,4,291,42,186,228
064FWF9PlentyBrk,Whitstable - Plenty Brook,2,1235,198,665,863
064FWF9UpperPent,Upper Pent Stream at Cheriton and Morehall,2,300,31,227,258
064FWT1Dartford,"Dartford, Crayford and Greenhithe",2,6233,486,3913,4399
064FWT1Grain,Isle of Grain and Stoke,2,789,92,556,648
064FWT1Gravesend,Gravesend and Northfleet,2,3163,305,2017,2322
064FWT1KentMarsh,North Kent Marshes between Shorne Marsh and Allhallows,2,217,26,125,151
064FWT1Medway,Tidal River Medway and Medway estuary,4,10253,1797,4969,6766
064FWT1Seaward,Properties seaward side of tidal defences from Greenhithe to Gravesend,3,19,13,0,13
064FWT8TidalMed,Tidal River Medway from Allington to Cuxton,8,1220,337,601,938
064WAB6TidalStour,Tidal River Stour area from Fordwich to Stonar Cut,3,68,23,0,10
064WAC1ShepSwale,Isle of Sheppey and coast from Kemsley to Seasalter,5,13353,2198,0,837
064WAC1WhitMar,Coast from Whitstable to Margate,6,5536,1466,0,587
064WAC303,Coast from St Margaret's at Cliffe to Sandgate,2,454,24,0,22
064WAC304,Coast from Ramsgate to Kingsdown,12,4943,2307,0,307
064WAC305,Coast from Sandgate to Dungeness,12,10949,4871,0,845
064WAC306,Coast from Fairlight to Dungeness including the Tidal Rother,13,6220,2093,0,435
064WAF321,Upper River Medway,13,429,109,0,74
064WAF324,Rivers Eden and Eden Brook,14,1560,474,0,201
064WAF32Esher,Lower River Mole area at Esher and East Molesey,6,12828,2182,0,1550
064WAF32MdleMole,River Mole and its tributaries from Kinnersley Manor to South Hersham,9,2470,499,0,273
064WAF32Redhill,Redhill Brook at Redhill and Salfords Stream at Salfords,7,1479,68,0,47
064WAF32UpprMole,"Upper River Mole, Ifield Brook, Gatwick Stream and Burstow Stream",11,6531,958,0,426
064WAF331,Rivers on the Isle of Sheppey,9,852,215,0,84
064WAF332,"Plenty, Swalecliffe and West Brooks",12,2442,582,0,329
064WAF33Hogsmill,River Hogsmill area from Ewell to Kingston upon Thames,9,8255,981,0,274
064WAF344,North and South Streams,14,181,119,0,14
064WAF351,River Rother and its tributaries from Turks Bridge to the Royal Military Canal,13,256,121,0,63
064WAF352,Rivers Tillingham and Brede,12,763,452,0,65
064WAF35RiverRythe,River Rythe from Oxshott to Thames Ditton,4,2126,154,0,102
064WAF361,Hamstreet Arm,17,129,21,0,8
064WAF362,New Romney Sewage Arm,12,1091,607,0,134
064WAF40BevBrook,"Beverley Brook area in Merton, Sutton, Kingston upon Thames, Richmond upon Thames and Wandsworth",7,5720,1150,0,341
064WAF41Wandle,"River Wandle area in the London Boroughs of Wandsworth, Merton, Lambeth, Croydon and Sutton",10,23178,1516,0,773
064WAF43Ravnsbrn,"Ravensbourne area in the London Boroughs of Lewisham, Bromley, Greenwich and Croydon",9,24067,1358,0,632
064WAF6LittleStour,Nailbourne and Little Stour,4,560,277,0,107
064WAF6LowStour,Lower River Stour,5,3412,584,0,252
064WAF6UpStour,Upper River Stour,3,3394,565,0,206
064WAF7Darent,River Darent from Westerham to Dartford,8,4228,847,0,178
064WAF7ShutCray,Shuttle and Cray,5,2011,491,0,94
064WAF8Bourne,River Bourne from Hadlow to East Peckham,14,267,57,0,26
